Item ID,Sentiment,SentimentText,Clean_text
1292,4,2 hours journey completed in 6 hrs excluding waiting time 3-5hrs.u should take responsibility mostly trains late 5tâ¦ https://t.co/4nc4pmZO3u,hour journey completed hr excluding waiting time hrsu take responsibility mostly train late tâ httpstconcpmzou
1293,7,@RailMinIndia @rajtoday @Akkibhatkar @Shrikant2025 @ThaneMt @thane_now @MumbraKiAwaam @PiyushGoyal @mumbairailusersâ¦ https://t.co/Iu4NzEgWIR,httpstcoiunzegwir
1294,5,@sureshpprabhu @RailMinIndia booked Tatkal ticket with wrong gender details - name and age are correct. Pls advise if something can be done.,booked tatkal ticket wrong gender detail name age correct pls advise something done
1295,0,"@RailMinIndia Train No. 15107 Coach BE1, AC not working from Barabanki &amp; no one is listening to our complain.",train no coach be ac working barabanki amp one listening complain
1296,6,RT @ErGKSWAMY1: @seevivekhere Ask them to join @airef_official  under the dynamic leadership of @AirefPr @airef1234 and fight for jâ¦ ,rt ask join dynamic leadership fight jâ
1297,3,@sureshpprabhu @RailMinIndia Thank You Sir for sending your representative but he can't do anything. Plz charge more but provide good food.,thank you sir sending representative cant anything plz charge provide good food
1298,4,@sureshpprabhu @RailMinIndia Ind rail enquiry sys is down from last 1/2 an hour.unable to track train's location https://t.co/eGUdIQ51XT,ind rail enquiry sys last hourunable track train location httpstcoegudiqxt
1299,1,"@RailMinIndia Sir i have lost my laptop bag in NZM INDB(12416)on 11jan15.PNR NO. 9742815095 &amp; FIR No.29/15, till time nothing has been done.",sir lost laptop bag nzm indbon janpnr no amp fir no till time nothing done
1300,6,It's important to remember the EU isn't only a progressive force - have a look at these EU data collection and sharâ¦ https://t.co/iFuM2tyePs,its important remember eu isnt progressive force look eu data collection sharâ httpstcoifumtyeps
1301,4,@RailMinIndia i was very frustated as my train 51422 was delayed for 2 hrs,frustated train delayed hr
1302,6,Featured New Releases from Midika Crane and Anna Lowe! https://t.co/6PhUQ2suMr #pnr #paranormalromance,featured new releases midika crane anna lowe httpstcophuqsumr pnr paranormalromance
1303,7,RT @IAmKalpeshBohra: @rpfwrbct @rpfwr1 @kalpeshcynic @RPFMumbaiCntrl @RailMinIndia @MCGM_BMC @GM_CRly @Gmwrly @drmbct @drmmumbaicrâ¦ ,rt
1304,6,RT @IndiaBTL: Why is @RailMinIndia procuring Congress mouthpiece National Herald (priced a hefty Rs. 20/piece) &amp; providing it toâ¦,rt why procuring congress mouthpiece national herald priced hefty rs piece amp providing toâ
1305,7,@RailMinIndia @Siriusblack1213 @drmncrald @rpfncrald  kindly look this matter into necessary action NCR-1536,kindly look matter necessary action ncr
1306,4,@RailMinIndia @GM_CRly @RidlrMUM just a few drizzles and horbour line trains already late by 10 minutes!,drizzle horbour line train already late minute
1307,6,@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc Great job GANDHI JI KE BANDAAEON,great job gandhi ji ke bandaaeon
1308,5,@RailMinIndia was booking ticket through irctc. Transaction dropped and didn't get any ticket but still amount is deducted.Help!!,booking ticket irctc transaction dropped didnt get ticket still amount deductedhelp
1309,5,@RailMinIndia Dear Sir pleasemake regular ticket checking in every trainthere are lots of ppl travelling without ticket#Biharppl commonly,dear sir pleasemake regular ticket checking every trainthere lot ppl travelling without ticketbiharppl commonly
1310,0,"@RailMinIndia @sureshpprabhu pnr no. 2761985743 traveling in train no 12878 coach G16, dirty bathroom and also no water in coach please help",pnr traveling train coach g dirty bathroom also water coach please help
1311,5,"@RailMinIndia JAB SE SURESH PRABHU RAIL MINISTER BANA H TAB SE TRAIN ME TICKET MILANA,AUR BHAGWAN SE MILANA BARABAR HO GAYA HAI.",jab se suresh prabhu rail minister bana h tab se train me ticket milanaaur bhagwan se milana barabar ho gaya hai
1312,5,"@sureshpprabhu @RailMinIndia, No Refund for W/L ticket 40 Min before train departure logged a complain no refund https://t.co/guKjUv0Mq5",no refund wl ticket min train departure logged complain refund httpstcogukjuvmq
1313,6,Wow. Are you serious? @Swamy39 @narendramodi @AmitShah https://t.co/iehx1nRAS9,wow are serious httpstcoiehxnras
1314,6,RT @DOTrPH: READ: Construction of Manila-Clark Railway project to start soon. The contract for the construction supervision andâ¦ ,rt read construction manilaclark railway project start soon the contract construction supervision andâ
1315,6,@sureshpprabhu  @RailMinIndia Thanks a lot  for showing quick response and helping my sister @Rewaristation.. Commendable job done. :),thanks lot showing quick response helping sister commendable job done
1316,0,@RailMinIndia reported issue of water logging in Velacheri Mets station to DRM no response pl take action https://t.co/pJXGBQAJJu,reported issue water logging velacheri mets station drm response pl take action httpstcopjxgbqajju
1317,5,"@sureshpprabhu @RailMinIndia Train No. 12344. Coach B3. Bribe accepted by TT for allotting seat nos. 12,18&amp;20. RAC ticket not allotted seats",train no coach b bribe accepted tt allotting seat no amp rac ticket allotted seat
1318,7,@sureshpprabhu @RailMinIndia @drmdelhi Please direct the concerned. Plz plz plz plz plz plz,please direct concerned plz plz plz plz plz plz
1319,0,"@RailMinIndia traveling by 12005 NDL -CHD Shatabdi ,pathetic condition, no water in toilets, train runing late apparently without any reason",traveling ndl chd shatabdi pathetic condition water toilet train runing late apparently without reason
1320,0,@RailMinIndia @sureshpprabhu sir charging point is not working proper atandent telling what I do Train No. 19579 PNR 874746496 coach B210 11,sir charging point working proper atandent telling i train no pnr coach b
1321,7,@RailMinIndia  sorry for delayMy contact no 8275595956Pnr 8647217391,sorry delaymy contact pnr
1322,4,"@RailMinIndia sir, kindly look into train no 12273, already known to you highly prestigious train but delayed every running by avg. 1.5 -2 h",sir kindly look train already known highly prestigious train delayed every running avg h
1323,4,@RailMinIndia @sureshpprabhu why train#18202 always runs late. this train has a history of running late. Currently 4 hrs late.,train always run late train history running late currently hr late
1324,0,"@sureshpprabhu ,@RailMinIndia #Cleaning of coach. Nothing happened even jhansi has crossed.Train no 12643,Coach A1",cleaning coach nothing happened even jhansi crossedtrain coach a
1325,0,@RailMinIndia at Panipat railway reservation counter one window not working last 10 days so far.passengers suffering .pls help .,panipat railway reservation counter one window working last day farpassengers suffering pls help
1326,0,@PiyushGoyal sir kafi trains ke coach main glass khidkiyaan poori bad nhi hoti hain so travel ke time thand lagti râ¦ https://t.co/jH6Hw3nPbS,sir kafi train ke coach main glass khidkiyaan poori bad nhi hoti hain travel ke time thand lagti râ httpstcojhhwnpbs
1327,5,"@RailMinIndia  @sureshpprabhu Railway must write in every ticket that ""If you are travelling from important work don't travel by train"".",railway must write every ticket if travelling important work dont travel train
1328,4,@sureshpprabhu @RailMinIndia Sir while making reservations we fill form and all details in it. Why not put an Aadhar no related registration,sir making reservation fill form detail why put aadhar related registration
1329,7,"@RailMinIndia @MiniAgrawal6 Sir, thanks for calling us.",sir thanks calling u
1330,0,"@sureshpprabhu @RailMinIndia .. bed rolls in AC, bad overpriced food, unmaintained toilets etc etc.  Sorry to say, the situation has ..(5)",bed roll ac bad overpriced food unmaintained toilet etc etc sorry say situation
1331,0,"@RailMinIndia confusion or misprint #whatever# but Chd to allp was worst noAC,ntClean,leaking in rain,noWater https://t.co/MLRJygEHmt",confusion misprint whatever chd allp worst noacntcleanleaking rainnowater httpstcomlrjygehmt
1332,6,@Arunkum01848073 @ccmsrly @SalemDRM @TNRA_RailNews @vanandca @pgt122123 @propgt14 @sivamohan1917 @drmmaduraiâ¦ https://t.co/U44jE0TeKK,httpstcoujetekk
1333,3,@RailMinIndia to improve hygiene &amp; sanitation before it starts offering food. One cannot eat good food amidst stench https://t.co/7JYfem1Btc,improve hygiene amp sanitation start offering food one eat good food amidst stench httpstcojyfembtc
1334,4,@sureshpprabhu @RailMinIndia @drmdelhi @srdomchgdli Prabhu ko tweet karte Hi 54011 5 min or late pahle 33 min thi ab 38 ho gai.Thanks,prabhu ko tweet karte hi min late pahle min thi ab ho gaithanks
1335,4,@RailMinIndia the app has serious problem a delay of more than 30 mins is reported 1 min late.@sureshpprabhu https://t.co/wrEBGoKKDT,app serious problem delay min reported min late httpstcowrebgokkdt
1336,5,@RailMinIndia I am unable to get tickets online since three months for varanasi to Pune.,i unable get ticket online since three month varanasi pune
1337,5,"@RailMinIndia Respected sir, Please look into the matter of tatkal booking as middleman are eating away the tickets in abundance.",respected sir please look matter tatkal booking middleman eating away ticket abundance
1338,0,@RailMinIndia  ac not working in 15017 boarded from banaras to gorakhpur today.,ac working boarded banaras gorakhpur today
1339,4,@RailMinIndia @sureshpprabhu: y can't railway inform beforehand abt any delay#my old parents r forced to wait @HJP for train no 12561 1/2,cant railway inform beforehand abt delaymy old parent r forced wait train
1340,1,@RailMinIndia My parcel is missing.No. 2002503753 from manmad to jalandhar city.,my parcel missingno manmad jalandhar city
1341,0,@sureshpprabhu  @RailMinIndia  AC &amp; fans are not working in lucknow mail.. We are facing much difficulties...  ????,ac amp fan working lucknow mail we facing much difficulty
1342,5,@sureshpprabhu @RailMinIndia @narendramodi Without ticket traveller are also a big railway problem. Please do something to stop it.,without ticket traveller also big railway problem please something stop
1343,6,@SirDebasis @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/xRQ11YkDfg,httpstcoxrqykdfg
1344,6,@RailMinIndia yesterday at about 1400 hrs a girl child got treatment by railway doctor in the boogie... thanks ind rail and prabhu sir ...,yesterday hr girl child got treatment railway doctor boogie thanks ind rail prabhu sir
1345,5,@RailMinIndia In howrah main ticket counter is closed due to some repairing purposes.But TVM r there.But nobody is there to help the people.,in howrah main ticket counter closed due repairing purposesbut tvm r therebut nobody help people
1346,3,@RailMinIndia @sureshpprabhu  @sureshprabhubjp pnr:6152278232Guilty for travelin in rajdhani with such terible food &amp; horible sanitaries.,pnrguilty travelin rajdhani terible food amp horible sanitaries
1347,3,"@RailMinIndia PNR-2119051082Trn:12910Dt:08-06-2016P1-J4,29name: praveen i boarding  from NZM to BRC  No food service was provided..",pnrtrndtpjname praveen boarding nzm brc no food service provided
1348,0,"@sureshpprabhu @DRMJodhpurNWR @RailMinIndia Sir, the condition of Upper Class Waiting Room at Jodhpur is very horrible. No AC working here.",sir condition upper class waiting room jodhpur horrible no ac working
1349,5,@RailMinIndia @PiyushGoyal If a person buys ticket online and if its not confirmed then why that ticket is not a vâ¦ https://t.co/fgalcVcM6C,if person buy ticket online confirmed ticket vâ httpstcofgalcvcmc
1350,0,"window pane jammed #utter winter, bone freezing cold pnr 4512791357",window pane jammed utter winter bone freezing cold pnr
1351,3,@RailMinIndia standard meals charging Rs 100 in 12194 train .my pnr no 8420297219,standard meal charging rs train pnr
1352,7,@ahamadali222  Kindly share PNR number.  Matter forwarded to the concerned officials @Drmdelhi @IR_EDMECHG @CRSE_CHG_NR,kindly share pnr number matter forwarded concerned official
1353,0,@sureshpprabhu @RailMinIndia Pathetic condition of coach B1 in GKP-Pune express (train no.15029). No one bothered to clean it! Pls help.,pathetic condition coach b gkppune express train no one bothered clean pls help
1354,6,RT @EdenAshe: Add #AllINeed to your TBR shelf! #iartg #ian1 #asmsg #bookboost #RT #paranormalromance #PNR #1click #oneclickâ¦ ,rt add allineed tbr shelf iartg ian asmsg bookboost rt paranormalromance pnr click oneclickâ
1355,6,@RatlamDRM @SBKULAL @Bkugne @riyaj_ali @niraj1712 @FAZALALAM234 @phanipeddapall1 @ratneshthakur86 @railmitraaâ¦ https://t.co/yXriZjSJiC,httpstcoyxrizjsjic
1356,0,@RailMinIndia @drmdelhi @GM_NRly Train no 04418 which departed yesterday has sanitary and hygiene issues.Water leakage and not clean.,train departed yesterday sanitary hygiene issueswater leakage clean
1357,3,@RailMinIndia Train is with no pantry &amp;they were unable to find milk in ALD Could u please help Next stop is Satnaâ¦ https://t.co/IuU9c2arbi,train pantry ampthey unable find milk ald could u please help next stop satnaâ httpstcoiuucarbi
1358,0,"@sureshpprabhu @RailMinIndia No water in coaches Like S8,7 pnr:4318424916 mb 8880431072.",no water coach like s pnr mb
1359,3,@RailMinIndia travelling from nagpur to newdelhi in trivendrum express. N  m chargd rs90 for a single veg thali by rail caterin. Plz explain,travelling nagpur newdelhi trivendrum express n chargd r single veg thali rail caterin plz explain
1360,7,@RajeshR21049055 @RailMinIndia @DRM_ASN kindly look into the matter.,kindly look matter
1361,0,@RailMinIndia train no 12601 maangalore Mail- general passengers in reserved compartment S11. Difficult to reach bathroom. Please help,train maangalore mail general passenger reserved compartment s difficult reach bathroom please help
