Item ID,Sentiment,SentimentText,SentimentText_Copy
1133,3,@RailMinIndia ...dehradun station kae andar...rail neer ke jagah.....bisleri ka paani bik raha hai... please do something...,dehradun station kae andarrail neer ke jagahbisleri ka paani bik raha hai please do something
1134,5,"@RailMinIndia Dear sir, Brother is a cancer patient,have to go Patna( 12394,3A) on 12 june ,plz sir confirm the WL ticket PNR-286-5202662",dear sir brother  a cancer patienthave to go patna a on  june plz sir confirm the wl ticket pnr
1135,0,@sureshpprabhu @RailMinIndia train 12807 S1 heavily soiled dirty toilets. Senior citizens facing problem. Train reaching lalitpur,train  s heavily soiled dirty toilets senior citizens facing problem train reaching lalitpur
1136,7,@abhineet_hit  Kindly share PNR number. Matter forwarded to the concerned officials @Drmncrald @ed_eeg,kindly share pnr number matter forwarded to the concerned officials
1137,3,@RailMinIndia railway is cheating public if anyone reserving from nzm to Bangalore and boarding in jhansi why catering charge  is from nzm,railway  cheating public if anyone reserving from nzm to bangalore and boarding  jhansi why catering charge   from nzm
1138,6,@vikaskh05172507 @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/bACOZnpAQi,httpstcobacoznpaqi
1139,5,"@RailMinIndia hv bn tryin to buk tkts in tatkal quota,bt erytim witin 1mints all tkts usd to buk in any class.kndly prvnt unfair prctce.",hv bn tryin to buk tkts  tatkal quotabt erytim witin mints all tkts usd to buk  any classkndly prvnt unfair prctce
1140,0,@RailMinIndia @sureshpprabhu : No water in the S3 compartment of 22149 (Ers-Pune Express) train. Ticket PNR no. is 4631896219. Need help.,no water  the s compartment of  erspune express train ticket pnr no   need help
1141,1,a sweeper supposed to be thief but the matter is out of the passengers cntrl pnr 4512791357,a sweeper supposed to be thief  the matter  out of the passengers cntrl pnr
1142,5,@RailMinIndia This is just to bring into yur notice that bcoz of agents we r not able to book tatkal tkt from RANCHI POST OFFICE.,this  just to bring into yur notice that bcoz of agents we r not able to book tatkal tkt from ranchi post office
1143,0,@RailMinIndia sir railway parcel service tracking not working and we are not able to found out parcel status. I parcelled my bike sbc2ers.,sir railway parcel service tracking not working and we are not able to found out parcel status i parcelled my bike sbcers
1144,0,@RailMinIndia further train no 12583 is nt clean. Bathrooms are nt properly cleaned.In bathrooms ther is liquid soap 70 percent water mixed.,further train no   nt clean bathrooms are nt properly cleanedin bathrooms ther  liquid soap  percent water mixed
1145,5,@yksharma1985 @RailMinIndia According to this PNR number 2138640781 your berth no. is RAC/S10/55 &amp; attended by on duty TTE,according to this pnr number  your berth no  racs amp attended by on duty tte
1146,5,@RailMinIndia Sir please resolve my issue of refund of PNR no.2759103001 I have not received my refund after &gt;100 days Kindly look into this,sir please resolve my issue of refund of pnr no i have not received my refund after gt days kindly look into this
1147,3,Selling tea of Rs. 10 instead of Rs. 7 and water bottle is selling of local company of Rs 20. PNR 6208706148â¦ https://t.co/d5HlFMqftU,selling tea of rs  instead of rs  and water bottle  selling of local company of rs  pnr  httpstcodhlfmqftu
1148,7,"@RailMinIndia @MohdHussain77 Sir, thanks for calling us.",sir thanks for calling us
1149,7,@RailMinIndia my contact number is +919205535799Thanks,my contact number  thanks
1150,7,@RailMinIndia @irctceastzone 6506401270,
1151,0,"@RailMinIndia Dear sir, I am traveling in awadh assam exp PNR 2817784641, there is no water in washroom and so dirty coach..",dear sir i am traveling  awadh assam exp pnr    no water  washroom and so dirty coach
1152,3,"@RailMinIndia @sureshpprabhu I am on 19061 Ramnagar Express An early morning train Without Pantry ,But Food facilities required .",i am on  ramnagar express an early morning train without pantry  food facilities required
1153,4,"@sureshpprabhu @RailMinIndia PNR:6153238504 Train 1.5 hour late departure, Coach S8 brake chains not working. My brother fell, now injured.",pnr train  hour late departure coach s brake chains not working my brother fell now injured
1154,6,@RailMinIndia @drmljn @ Thanks for support and quick action,thanks for support and quick action
1155,1,"@RailMinIndia @gmwcrailway @drmkota Have lost my laptop bag in NZM INDB(12416)on 11jan15.PNR NO. 9742815095 &amp; FIR No.29/15,",have lost my laptop bag  nzm indbon janpnr no  amp fir no
1156,7,@abhineet_hit @RailMinIndia @PiyushGoyal @PMOIndia Matter advised to concerned official @SrdeechgAld for necessary action.,matter advised to concerned official  for necessary action
1157,5,"@sureshpprabhu @RailMinIndia pnr - 8347395011 partly cancelled on 31st may no refund issued, complaint ticket raised IRCTC#3496001 on 6thJun",pnr   partly cancelled on st may no refund issued complaint ticket raised irctc on thjun
1158,6,@sureshpprabhu @RailMinIndia @narendramodi Indian railway is improving its services. Thanks team railway.,indian railway  improving its services thanks team railway
1159,6,RT @HariNYadav: #498aJailsInnocent ,rt  ajailsinnocent
1160,1,"found a bag with no owner, police not taking any action pnr 4512791357",found a bag with no owner police not taking any action pnr
1161,6,@RailMinIndia @eastcoastrail SBP div observed Intl. Level Crossing Awareness Day #ILCAD. Naukad Natak by Scout team https://t.co/gpuDaMLHiR,sbp div observed intl level crossing awareness day ilcad naukad natak by scout team httpstcogpudamlhir
1162,2,@RailMinIndia TRAIN NUMBER 14523 BOGGIE AC B1 SEAT NUMBER 41 42 43 NEED DOCTOR HELP URGENTLY  PLEASE HELP ASAP MOBILE NUMBER 8400323260.,train number  boggie ac b seat number    need doctor help urgently  please help asap mobile number
1163,6,@RailMinIndia @PMOIndia if railways can take such progressive steps then why can't agricultural n finance ministry,if railways can take such progressive steps then why cant agricultural n finance ministry
1164,7,@RailMinIndia @GM_NRly  @drmdelhi  @sureshpprabhu Concerned RPF staff/TTE on duty was informed in this concern for taking appropriate action,concerned rpf stafftte on duty was informed  this concern for taking appropriate action
1165,5,"@RailMinIndia  PNR-2646988021 I ws lkng fr lwr birth, but not alwd, wn brded lwr birth was empty, I trvld on lwr birth, why this happens",pnr i ws lkng fr lwr birth  not alwd wn brded lwr birth was empty i trvld on lwr birth why this happens
1166,6,@WesternRly @DRMBRCWR @drmbct @RailMinIndia @PiyushGoyalOffc @PiyushGoyal We want passanger train between bharuch tâ¦ https://t.co/tEBXrWdYha,we want passanger train between bharuch t httpstcotebxrwdyha
1167,6,@rpfwrbct @rpfwr1 @RailMinIndia @Deshbhakth1 @rpfchurchgate @rpfmumbcenlocal @rpfdadar2 @RPFAndheri @rpfborivali1â¦ https://t.co/OlzONbm5Bo,httpstcoolzonbmbo
1168,5,"@RailMinIndia @sureshpprabhu @gmwcrailway travelling from BPL to CWA due to urgent reasons, had 1 confirmed 3-tier AC ticket...",travelling from bpl to cwa due to urgent reasons had  confirmed tier ac ticket
1169,0,"@RailMinIndia train no 12551 , b10,23 .here water is leaking from AC.  Please do the needful.",train no   b here water  leaking from ac  please do the needful
1170,6,RT @shreerangkhare: How can we respect 23 people who lost life on #elphinstone #bridge2017 ? They must be remembered in some manner wheâ¦ ,rt  how can we respect  people who lost life on elphinstone bridge  they must be remembered  some manner whe
1171,5,"@RailMinIndia @sureshpprabhu sir, i hv mistyped gender in tatkal ticket fr 2mrow. hw to crrct plz help.otrwise my monety will go in vain.",sir i hv mistyped gender  tatkal ticket fr mrow hw to crrct plz helpotrwise my monety will go  vain
1172,5,@RailMinIndia tryng to buk a ticket since 15 days for my old and ailing grndfather. agents askng 2k more for a sleeper ticket. what to do?,tryng to buk a ticket since  days for my old and ailing grndfather agents askng k more for a sleeper ticket what to do
1173,5,@RailMinIndia @DrmChennai @sureshpprabhu Booked bedsheets when ticket online bt. attendent not given.Trno.12269.Pnr.4740507848.S3/41&amp;44,booked bedsheets when ticket online bt attendent not giventrnopnrsamp
1174,6,"@RailMinIndia @sureshpprabhu Rly's only retwets when it's all praises 4 them; when thr r qstns or info, nthng is rplied or retwtd, vry sad!!",rlys only retwets when its all praises  them when thr r qstns or info nthng  rplied or retwtd vry sad
1175,3,"@sureshpprabhu @RailMinIndia  sir i m in 12394 sampoorna kranti S2 48,catering team is doing coruption ...they r selling Rs15 item in Rs20",sir i m   sampoorna kranti s catering team  doing coruption they r selling rs item  rs
1176,0,"@sureshpprabhu @PMOIndia @RailMinIndia Sir, unable 2 sit in Gwl intercity express due to smell &amp; tempered seats. V poor experience. Pl help",sir unable  sit  gwl intercity express due to smell amp tempered seats v poor experience pl help
1177,0,@RailMinIndia @sureshpprabhu every where i see that how water is being wasted  in Railway st where is infrastructure https://t.co/mIWrUhzkwh,every where i see that how water  being wasted   railway st where  infrastructure httpstcomiwruhzkwh
1178,0,@RailMinIndia I am travelling in 12436 DBRT Rajdhani Exp. No charging point on side lower/upper berth. This is not fair Very Bad Experience.,i am travelling   dbrt rajdhani exp no charging point on side lowerupper berth this  not fair very bad experience
1179,6,@RailMinIndia @sureshpprabhu   sir Plz improve your UTS services and support team also .. bcz  i cnt trf my ac to new ph no proper support.,sir plz improve your uts services and support team also  bcz  i cnt trf my ac to new ph no proper support
1180,3,@RailMinIndia pantry staff is not up to the mark in 12708 they are taking 20 rupees for water bottle and not giving back 5 rupees to yatri.,pantry staff  not up to the mark   they are taking  rupees for water bottle and not giving back  rupees to yatri
1181,4,@sureshpprabhu sir please review the time table of 14236 bnaras bareiley exp its become bullock cart and running 3 hrs late .@RailMinIndia,sir please review the time table of  bnaras bareiley exp its become bullock cart and running  hrs late
1182,0,"@RailMinIndia @sureshpprabhu Madurai Jn ac waiting hall, paid service 10/- per hr 1 ac not working, other not enough https://t.co/dBZTwxHpDN",madurai jn ac waiting hall paid service  per hr  ac not working other not enough httpstcodbztwxhpdn
1183,6,Check out Thief Catcher on The Prolific Reader! #instafreebie #freebook #whattoread #pnr https://t.co/jB0Hts5o8J https://t.co/brSUrxmByu,check out thief catcher on the prolific reader instafreebie freebook whattoread pnr httpstcojbhtsoj httpstcobrsurxmbyu
1184,4,"@sureshpprabhu @RailMinIndia Another tweet, same issue, Why train # 12411 is delayed at Ludhiana every single day by 35-40 mins. Today again",another tweet same issue why train    delayed at ludhiana every single day by  mins today again
1185,6,@niraj1712 @SBKULAL @drmgtl @srdom_sc @phanipeddapall1 @drmsecunderabad @riyaj_ali @KantuleSanjay @drmnedâ¦ https://t.co/6u0NSeNxDv,httpstcounsenxdv
1186,3,@sureshpprabhu @RailMinIndia @Rajeshbhargav19 Water cooler of platform no 4-5 RE not working. Plz check MCB DOWN https://t.co/eP71zwSkHv,water cooler of platform no  re not working plz check mcb down httpstcoepzwskhv
1187,5,@RailMinIndia @sureshpprabhu sir we have booked tickets in mahanagri exp..but my mom is alone in s8 n we r in s3 ...pls help..,sir we have booked tickets  mahanagri expbut my mom  alone  s n we r  s pls help
1188,2,"@RailMinIndia need medical assistance for a child travelling in train no 15097, coach no- B2,CONTACT NO-9469269631",need medical assistance for a child travelling  train no  coach no bcontact no
1189,6,@leomanojc @SirDebasis @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/Bes1TzmXoI,httpstcobestzmxoi
1190,3,@sureshpprabhu @RailMinIndia @WesternRly Train#12009 C8-12. Found fly in food #unhygenic #unsafe food https://t.co/VZEzNLwutr,train c found fly  food unhygenic unsafe food httpstcovzeznlwutr
1191,0,"fan's speed not decreasing , we need help pnr 4512791357",fans speed not decreasing  we need help pnr
1192,3,@RailMinIndia @IRCTC_Ltd Vendor simply overcharging for ??? ???. Charging 20 rs instead of 15rs printed MRP. https://t.co/DFog53q7Pk,vendor simply overcharging for   charging  rs instead of rs printed mrp httpstcodfogqpk
1193,7,@RailMinIndia @BannaDipaksa SSE Telecom at MSH will be send tomorrow  dt 03/12/2017.,sse telecom at msh will be send tomorrow  dt
